,name,actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,image_url,memory,dimension,camera,battery,processor,warranty,product_link
10,"MOTOROLA Edge 40 Neo (Soothing Sea, 128 GB)","₹27,999","₹22,999",17% off,4.4,"16,546 Ratings "," 2,285 Reviews",,8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7030 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-40-neo-soothing-sea-128-gb/p/itmcfb87467e7d9a?pid=MOBGQFX6AG2JD2XT&lid=LSTMOBGQFX6AG2JD2XTSPSYR7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGQFX6AG2JD2XT.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
11,"realme 11x 5G (Midnight Black, 128 GB)","₹16,999","₹14,999",11% off,4.4,"95,040 Ratings "," 6,063 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-11x-5g-midnight-black-128-gb/p/itm07be1a2ff1a1b?pid=MOBGS2WFP7X8263G&lid=LSTMOBGS2WFP7X8263G7TE3WT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGS2WFP7X8263G.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
12,"MOTOROLA g54 5G (Pearl Blue, 128 GB)","₹17,999","₹13,999",22% off,4.2,"37,879 Ratings "," 3,700 Reviews",,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7020 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g54-5g-pearl-blue-128-gb/p/itm8d5c2baa065c6?pid=MOBGQFX8TMM555GW&lid=LSTMOBGQFX8TMM555GWMGXPWV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGQFX8TMM555GW.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
13,"MOTOROLA g54 5G (Mint Green, 256 GB)","₹21,999","₹15,999",27% off,4.2,"44,755 Ratings "," 4,058 Reviews",,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7020 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g54-5g-mint-green-256-gb/p/itm9f608c1154160?pid=MOBGQFX8XGUATGRT&lid=LSTMOBGQFX8XGUATGRTUMNQ7U&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGQFX8XGUATGRT.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
14,"realme 11x 5G (Purple Dawn, 128 GB)","₹18,999","₹15,999",15% off,4.3,"11,101 Ratings ", 763 Reviews,,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-11x-5g-purple-dawn-128-gb/p/itm07be1a2ff1a1b?pid=MOBGS2W3YT99HRJ4&lid=LSTMOBGS2W3YT99HRJ4VRKJQ9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGS2W3YT99HRJ4.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
15,"realme 11x 5G (Purple Dawn, 128 GB)","₹16,999","₹14,999",11% off,4.4,"95,040 Ratings "," 6,063 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-11x-5g-purple-dawn-128-gb/p/itm07be1a2ff1a1b?pid=MOBGS2WFBDQBD2B4&lid=LSTMOBGS2WFBDQBD2B4EI4NMP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGS2WFBDQBD2B4.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
16,"POCO C55 (Forest Green, 64 GB)","₹11,999","₹6,499",45% off,4.2,"88,477 Ratings "," 5,431 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-c55-forest-green-64-gb/p/itm8b99ef9bd674c?pid=MOBGMXSWFYZYWKTD&lid=LSTMOBGMXSWFYZYWKTDWKED3U&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGMXSWFYZYWKTD.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
17,"POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)","₹9,999","₹5,499",45% off,4,"1,53,419 Ratings "," 8,498 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c51-locked-airtel-prepaid-power-black-64-gb/p/itmf84c207e77bd0?pid=MOBGQTDPRFVZQYWB&lid=LSTMOBGQTDPRFVZQYWB3MAZ2P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGQTDPRFVZQYWB.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
18,"MOTOROLA g54 5G (Midnight Blue, 128 GB)","₹17,999","₹13,999",22% off,4.2,"37,879 Ratings "," 3,700 Reviews",,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7020 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g54-5g-midnight-blue-128-gb/p/itm1867d5933e9e8?pid=MOBGQFX8P4HFEUCD&lid=LSTMOBGQFX8P4HFEUCDCDMGCN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGQFX8P4HFEUCD.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
19,"POCO C51 (Royal Blue, 64 GB)","₹9,999","₹5,999",40% off,4,"1,53,419 Ratings "," 8,498 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c51-royal-blue-64-gb/p/itm1e4e8373537a7?pid=MOBGZCQFCWNDK89P&lid=LSTMOBGZCQFCWNDK89POEPN6S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGZCQFCWNDK89P.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
20,"APPLE iPhone 14 Plus (Midnight, 128 GB)","₹79,900","₹65,999",17% off,4.6,"56,932 Ratings "," 3,338 Reviews",,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-14-plus-midnight-128-gb/p/itm4199ea6bcd38b?pid=MOBGHWFH3JX6NWWY&lid=LSTMOBGHWFH3JX6NWWYRH38NG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGHWFH3JX6NWWY.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
21,"realme 11x 5G (Midnight Black, 128 GB)","₹18,999","₹15,999",15% off,4.3,"11,101 Ratings ", 763 Reviews,,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-11x-5g-midnight-black-128-gb/p/itm07be1a2ff1a1b?pid=MOBGS2W3KYRQF4GZ&lid=LSTMOBGS2W3KYRQF4GZO4BBGH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGS2W3KYRQF4GZ.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
22,"vivo T2x 5G (Aurora Gold, 128 GB)","₹17,999","₹11,999",33% off,4.4,"1,41,986 Ratings "," 7,540 Reviews",,4 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories,https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUQMTHYHSH&lid=LSTMOBGZBFUQMTHYHSH0PCGX7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGZBFUQMTHYHSH.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
23,"vivo T2x 5G (Glimmer Black, 128 GB)","₹18,999","₹12,999",31% off,4.4,"2,91,648 Ratings "," 16,074 Reviews",,6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories,https://www.flipkart.com/vivo-t2x-5g-glimmer-black-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUF389GDMP&lid=LSTMOBGZBFUF389GDMPYKMTEO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=761db833-1fb1-4697-8cf9-445662b1f185.MOBGZBFUF389GDMP.SEARCH&ppt=None&ppn=None&ssid=qa7ytdy8b40000001703701031308&qH=eb4af0bf07c16429
24,"POCO M6 Pro 5G (Power Black, 128 GB)","₹16,999","₹11,999",29% off,4.3,"55,838 Ratings "," 3,651 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-m6-pro-5g-power-black-128-gb/p/itmef8fa46f89738?pid=MOBGRNZ3ER4N3K4F&lid=LSTMOBGRNZ3ER4N3K4FIYYGCU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGRNZ3ER4N3K4F.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
25,"POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)","₹9,999","₹5,499",45% off,4,"1,53,419 Ratings "," 8,498 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c51-locked-airtel-prepaid-royal-blue-64-gb/p/itm795e693024fbb?pid=MOBGQTDP5DGSNS7Q&lid=LSTMOBGQTDP5DGSNS7QYVHTJC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGQTDP5DGSNS7Q.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
26,"REDMI 12C (Matte Black, 64 GB)","₹13,999","₹6,999",50% off,4.2,"18,564 Ratings "," 1,066 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-12c-matte-black-64-gb/p/itm25f1034a0a65f?pid=MOBGZH88FRJ8GYXZ&lid=LSTMOBGZH88FRJ8GYXZHLG6GR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGZH88FRJ8GYXZ.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
27,"MOTOROLA Edge 40 Neo (Caneel Bay, 256 GB)","₹29,999","₹24,999",16% off,4.3,"27,719 Ratings "," 3,922 Reviews",,12 GB RAM | 256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7030 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-256-gb/p/itm55813a9671489?pid=MOBGQFX6APUFAPMS&lid=LSTMOBGQFX6APUFAPMSO5N7CJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGQFX6APUFAPMS.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
28,"POCO C55 (Cool Blue, 128 GB)","₹13,999","₹7,499",46% off,4.1,"1,00,054 Ratings "," 6,030 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Dual Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-c55-cool-blue-128-gb/p/itm26aca9fd143ba?pid=MOBGMXSWJHRVUWFE&lid=LSTMOBGMXSWJHRVUWFESKZGEW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGMXSWJHRVUWFE.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
29,"vivo T2x 5G (Marine Blue, 128 GB)","₹18,999","₹12,999",31% off,4.4,"2,91,648 Ratings "," 16,074 Reviews",,6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories,https://www.flipkart.com/vivo-t2x-5g-marine-blue-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFU4HBKKFSN&lid=LSTMOBGZBFU4HBKKFSNXXMXTS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGZBFU4HBKKFSN.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
30,"vivo T2x 5G (Aurora Gold, 128 GB)","₹18,999","₹12,999",31% off,4.4,"2,91,648 Ratings "," 16,074 Reviews",,6 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6020 Processor,1 Year of Device & 6 Months for Inbox Accessories,https://www.flipkart.com/vivo-t2x-5g-aurora-gold-128-gb/p/itmcb8f0f6a85d5d?pid=MOBGZBFUFNDXSGHS&lid=LSTMOBGZBFUFNDXSGHSMEZSSN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&spotlightTagId=BestsellerId_tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGZBFUFNDXSGHS.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
31,"MOTOROLA e13 (Aurora Green, 64 GB)","₹10,999","₹6,499",40% off,4.1,"84,726 Ratings "," 6,706 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-e13-aurora-green-64-gb/p/itmb52d8f826cd9a?pid=MOBGKHNBA55HDSZR&lid=LSTMOBGKHNBA55HDSZRHOAFME&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGKHNBA55HDSZR.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
32,"realme C51 (Mint Green, 64 GB)","₹10,999","₹8,999",18% off,4.3,"57,627 Ratings "," 2,536 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,50MP + 0.08MP | 5MP Front Camera,5000 mAh Battery,T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-c51-mint-green-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGC7NY4PXC&lid=LSTMOBGSQGGC7NY4PXCOCBP4E&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGSQGGC7NY4PXC.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
33,"Infinix SMART 8 HD (Timber Black, 64 GB)","₹7,999","₹6,299",21% off,4.4,"4,122 Ratings ", 395 Reviews,,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-8-hd-timber-black-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPX8EG26HZW&lid=LSTMOBGVAPX8EG26HZW7NAQCU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGVAPX8EG26HZW.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
34,"Infinix SMART 8 HD (Crystal Green, 64 GB)","₹7,999","₹6,299",21% off,4.4,"4,122 Ratings ", 395 Reviews,,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-8-hd-crystal-green-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXGPFUDHYK&lid=LSTMOBGVAPXGPFUDHYKXUDYPL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGVAPXGPFUDHYK.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
35,"realme C51 (Carbon Black, 64 GB)","₹10,999","₹8,999",18% off,4.3,"57,627 Ratings "," 2,536 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD Display,50MP + 0.08MP | 5MP Front Camera,5000 mAh Battery,T612 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-c51-carbon-black-64-gb/p/itm0e93bcb87927f?pid=MOBGSQGGZ7HQMEZD&lid=LSTMOBGSQGGZ7HQMEZDQMM5MX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGSQGGZ7HQMEZD.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
36,"MOTOROLA g84 5G (Midnight Blue, 256 GB)","₹22,999","₹18,999",17% off,4.2,"25,895 Ratings "," 2,707 Reviews",,12 GB RAM | 256 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 695 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-g84-5g-midnight-blue-256-gb/p/itm30dd9d1ed8bb8?pid=MOBGQFX68CXMTSGK&lid=LSTMOBGQFX68CXMTSGK7PXRBT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGQFX68CXMTSGK.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
37,"MOTOROLA Edge 40 Neo (Caneel Bay, 128 GB)","₹27,999","₹22,999",17% off,4.4,"16,546 Ratings "," 2,285 Reviews",,8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7030 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-edge-40-neo-caneel-bay-128-gb/p/itm122f351a3a2a3?pid=MOBGQFX6K7YQJRSY&lid=LSTMOBGQFX6K7YQJRSY6BK1PK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGQFX6K7YQJRSY.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
38,"Infinix SMART 8 HD (Shiny Gold, 64 GB)","₹7,999","₹6,299",21% off,4.4,"4,122 Ratings ", 395 Reviews,,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 8MP Front Camera,5000 mAh Battery,T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-8-hd-shiny-gold-64-gb/p/itm709d885ba6ac1?pid=MOBGVAPXG4WHFR9M&lid=LSTMOBGVAPXG4WHFR9MJIYCWG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGVAPXG4WHFR9M.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
39,"MOTOROLA g14 (Pale Lilac, 128 GB)","₹12,999","₹8,499",34% off,4.1,"32,538 Ratings "," 2,904 Reviews",,,,,,,,https://www.flipkart.com/motorola-g14-pale-lilac-128-gb/p/itmc5435501e916e?pid=MOBGQFX8ZPUP6HJY&lid=LSTMOBGQFX8ZPUP6HJYQBLU0Q&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGQFX8ZPUP6HJY.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
40,"POCO M6 Pro 5G (Power Black, 128 GB)","₹15,999","₹10,999",31% off,4.3,"48,265 Ratings "," 3,214 Reviews",,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/poco-m6-pro-5g-power-black-128-gb/p/itm5b122ff13027f?pid=MOBGRNZ3FX5XNR2T&lid=LSTMOBGRNZ3FX5XNR2TILGJYM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=6a0670c9-9ee3-49f9-9336-713b5d300733.MOBGRNZ3FX5XNR2T.SEARCH&ppt=None&ppn=None&ssid=ple6c46n3k0000001703701038096&qH=eb4af0bf07c16429
