,name,actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,image_url,memory,dimension,camera,battery,processor,warranty,product_link
155,"APPLE iPhone 15 (Green, 128 GB)","₹79,900","₹77,900",2% off,4.6,"2,313 Ratings ", 184 Reviews,,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-15-green-128-gb/p/itm235cd318bde73?pid=MOBGTAGPYYWZRUJX&lid=LSTMOBGTAGPYYWZRUJXXIP6YM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_372&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGTAGPYYWZRUJX.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
156,"REDMI A2+ (Sea Green, 128 GB)","₹12,499","₹7,480",40% off,4.1,"1,772 Ratings ", 95 Reviews,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP + 8MP | 5MP + 5MP Dual Front Camera,5000 mAh Battery,OCTA CORE Processor,"1 Year and 6 months for Battery,Accessories",https://www.flipkart.com/redmi-a2-sea-green-128-gb/p/itmf679ff3395fa9?pid=MOBGTMVHEHN7DFFE&lid=LSTMOBGTMVHEHN7DFFEBMVKRJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_373&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGTMVHEHN7DFFE.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
157,"SAMSUNG Galaxy F54 5G (Meteor Blue, 256 GB)","₹35,999","₹26,999",25% off,4.2,"19,318 Ratings "," 1,745 Reviews",,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,108MP + 8MP + 2MP | 32MP Front Camera,6000 mAh Battery,Octa Core Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f54-5g-meteor-blue-256-gb/p/itmc0ff2e34818c7?pid=MOBGPN55SKDKVRQV&lid=LSTMOBGPN55SKDKVRQVH9B1VD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_374&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGPN55SKDKVRQV.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
158,"APPLE iPhone 14 (Midnight, 256 GB)","₹79,900","₹68,999",13% off,4.6,"2,55,867 Ratings "," 9,906 Reviews",,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-14-midnight-256-gb/p/itmdb32e3c997112?pid=MOBGHWFH4H3MMRAA&lid=LSTMOBGHWFH4H3MMRAAQSJTKY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_375&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGHWFH4H3MMRAA.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
159,"IQOO Z7s 5G (Norway Blue, 128 GB)","₹23,999","₹17,128",28% off,4.3,"1,895 Ratings ", 120 Reviews,,6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Display,64MP Rear Camera,,4500 mAh Battery,Domestic 1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/iqoo-z7s-5g-norway-blue-128-gb/p/itmd271c852acda8?pid=MOBGPVH5JJZ4JBSC&lid=LSTMOBGPVH5JJZ4JBSC39LRAG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_376&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGPVH5JJZ4JBSC.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
160,SAMSUNG Metro 313,"₹2,499","₹1,799",28% off,4.1,"2,642 Ratings ", 228 Reviews,,4 MB RAM | 2.27 MB ROM,5.16 cm (2.03 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Manufacturer Warranty,https://www.flipkart.com/samsung-metro-313/p/itme9vqfva8wswqh?pid=MOBE9VQYGV9YQMB3&lid=LSTMOBE9VQYGV9YQMB36TUPFT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_377&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBE9VQYGV9YQMB3.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
161,"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","₹16,999","₹10,999",35% off,4.3,"1,92,749 Ratings "," 11,024 Reviews",,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,6000 mAh Lithium Ion Battery,Exynos 850 Processor,1 Year Warranty Provided By the Manufacturer from Date of Purchase,https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_378&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
162,"POCO C65 (Matte Black, 128 GB)","₹11,999","₹9,499",20% off,4.3,273 Ratings , 22 Reviews,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itme8d1e736a1e3f?pid=MOBGVVTXBXRRZEUK&lid=LSTMOBGVVTXBXRRZEUKZU2IO7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_379&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGVVTXBXRRZEUK.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
163,"Infinix Zero 30 5G (Golden Hour, 256 GB)","₹29,999","₹23,999",20% off,4.2,"5,793 Ratings ", 957 Reviews,,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,108MP (OIS) + 13MP + 2MP | 50MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 8020 Processor,1 Year Warranty on the Handset and 6 Months Warranty on the Accessories,https://www.flipkart.com/infinix-zero-30-5g-golden-hour-256-gb/p/itm38408251441a4?pid=MOBGSFECDHXAV43V&lid=LSTMOBGSFECDHXAV43VLTQJV7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_380&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGSFECDHXAV43V.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
164,Micromax X513+,"₹1,799","₹1,075",40% off,3.7,"3,660 Ratings ", 237 Reviews,,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,1750 mAh Battery,One Year manufacturer Warranty,https://www.flipkart.com/micromax-x513/p/itmbe37b321587ec?pid=MOBG6XZBFNDXXSHC&lid=LSTMOBG6XZBFNDXXSHC1JYNVJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_381&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBG6XZBFNDXXSHC.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
165,"SAMSUNG Galaxy A14 5G (Black, 128 GB)","₹20,999","₹16,999",19% off,4.1,"6,652 Ratings ", 461 Reviews,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a14-5g-black-128-gb/p/itm4e53e4bf801e1?pid=MOBGHT8UR4T25NGB&lid=LSTMOBGHT8UR4T25NGBLLYADS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_382&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGHT8UR4T25NGB.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
166,"SAMSUNG Galaxy A34 5G (Awesome Violet, 128 GB)","₹35,499","₹28,999",18% off,4.2,"5,035 Ratings ", 429 Reviews,,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,48MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor",1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,https://www.flipkart.com/samsung-galaxy-a34-5g-awesome-violet-128-gb/p/itm0b296a7ef1c15?pid=MOBGNE4SNYUZ9GVB&lid=LSTMOBGNE4SNYUZ9GVBZYFYIQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_383&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGNE4SNYUZ9GVB.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
167,"APPLE iPhone 15 Plus (Blue, 128 GB)","₹89,900","₹87,900",2% off,4.7,"1,049 Ratings ", 123 Reviews,,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-15-plus-blue-128-gb/p/itm4022c14383050?pid=MOBGTAGPE4F2HAW7&lid=LSTMOBGTAGPE4F2HAW7NDYSPY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_16_384&otracker=search&otracker1=search&fm=organic&iid=90d99828-0509-4b04-9364-a6da032cf2ae.MOBGTAGPE4F2HAW7.SEARCH&ppt=None&ppn=None&ssid=v79mijdle80000001703699070289&qH=eb4af0bf07c16429
168,"APPLE iPhone 14 (Purple, 256 GB)","₹79,900","₹68,999",13% off,4.6,"2,55,867 Ratings "," 9,906 Reviews",,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-14-purple-256-gb/p/itmb2bf402090fae?pid=MOBGHWFHQHE7ZPSB&lid=LSTMOBGHWFHQHE7ZPSBYPXODK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_601&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGHWFHQHE7ZPSB.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
169,"SAMSUNG Galaxy M34 5G without charger (Midnight Blue, 128 GB)","₹25,999","₹19,490",25% off,4.2,221 Ratings , 16 Reviews,,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,,6000 mAh Battery,Domestic 1 Year of Device & 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-m34-5g-without-charger-midnight-blue-128-gb/p/itm055143784ac74?pid=MOBGRHRTZ3HSJQZP&lid=LSTMOBGRHRTZ3HSJQZP1CEBXE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_602&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGRHRTZ3HSJQZP.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
170,"vivo Y200 5G (Jungle Green, 128 GB)","₹27,999","₹21,998",21% off,4.4,917 Ratings , 83 Reviews,,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP + 2MP | 16MP Front Camera,4800 mAh Battery,4 Gen 1 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,https://www.flipkart.com/vivo-y200-5g-jungle-green-128-gb/p/itmc79ade2c32297?pid=MOBGUGG65KUNXJ7Z&lid=LSTMOBGUGG65KUNXJ7Z6AARKN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_603&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGUGG65KUNXJ7Z.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
171,"realme Narzo 60 5G (Mars Orange, 128 GB)","₹19,999","₹17,599",12% off,4.3,"2,197 Ratings ", 170 Reviews,,8 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,64MP Rear Camera,,5000 mAh Battery,Domestic 1 Year of Device & 6 Months for In-Box Accessories,https://www.flipkart.com/realme-narzo-60-5g-mars-orange-128-gb/p/itmb9662c161eea6?pid=MOBGRHSY2NXUH3XR&lid=LSTMOBGRHSY2NXUH3XRKKQTAV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_604&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGRHSY2NXUH3XR.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
172,"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)","₹20,999","₹16,999",19% off,4.1,"6,652 Ratings ", 461 Reviews,,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,50MP + 2MP | 13MP Front Camera,5000 mAh Lithium Ion Battery,SEC S5E8535 (Exynos 1330) Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-a14-5g-dark-red-128-gb/p/itma8393faabfb76?pid=MOBGHT8UUUNXNYZ4&lid=LSTMOBGHT8UUUNXNYZ4QUY1LJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_605&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGHT8UUUNXNYZ4.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
173,"Nokia 5310 DS Keypad Mobile, FM Radio,Camera with Flash (8MB RAM)","₹3,999","₹3,724",6% off,4.2,"10,077 Ratings ", 712 Reviews,,8 MB RAM | 16 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1200 mAh Lithium-ion Battery,MT6260A Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,https://www.flipkart.com/nokia-5310-ds-keypad-mobile-fm-radio-camera-flash-8mb-ram/p/itma2a6226df7fc3?pid=MOBFUTFZTGHHWCEZ&lid=LSTMOBFUTFZTGHHWCEZY52TCW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_606&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBFUTFZTGHHWCEZ.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
174,"Nokia 105 Dual Sim, Keypad Mobile Phone with Wireless FM Radio","₹1,699","₹1,450",14% off,3.6,61 Ratings , 3 Reviews,,,,,,,,https://www.flipkart.com/nokia-105-dual-sim-keypad-mobile-phone-wireless-fm-radio/p/itm8b575b765f65e?pid=MOBGU8TPYV3GNV5F&lid=LSTMOBGU8TPYV3GNV5FQUGWWK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_607&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGU8TPYV3GNV5F.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
175,"vivo Y56 5G (Orange Shimmer, 128 GB)","₹24,999","₹17,999",28% off,4.3,"3,464 Ratings ", 237 Reviews,,8 GB RAM | 128 GB ROM,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Mediatek Dimensity 700 Processor,1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/vivo-y56-5g-orange-shimmer-128-gb/p/itm9d7c8406fe35d?pid=MOBGMR8HJE4KRKHX&lid=LSTMOBGMR8HJE4KRKHXF67OTO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_608&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGMR8HJE4KRKHX.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
176,Nokia 130M DS 2023,"₹2,199","₹1,917",12% off,4.2,970 Ratings , 70 Reviews,,,,,,,,https://www.flipkart.com/nokia-130m-ds-2023/p/itmd5695c470bf9e?pid=MOBGS7N3FN2NXN5J&lid=LSTMOBGS7N3FN2NXN5JKFCZKL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_609&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGS7N3FN2NXN5J.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
177,Kechaoda A26,"₹1,399",₹940,32% off,4,"19,566 Ratings "," 1,282 Reviews",,,,,,,,https://www.flipkart.com/kechaoda-a26/p/itmfcvuscszh9sjb?pid=MOBFM53SCXM6QEBN&lid=LSTMOBFM53SCXM6QEBNG1P1BH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_610&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBFM53SCXM6QEBN.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
178,"MOTOROLA e13 (Creamy White, 64 GB)","₹9,999","₹5,999",40% off,4,"10,609 Ratings ", 866 Reviews,,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-e13-creamy-white-64-gb/p/itm379023f47882f?pid=MOBGKHNBAVKAEMFX&lid=LSTMOBGKHNBAVKAEMFXOGIXD3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_611&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGKHNBAVKAEMFX.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
179,"vivo Y17s (Forest Green, 64 GB)","₹15,999","₹10,499",34% off,4.3,318 Ratings , 22 Reviews,,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/vivo-y17s-forest-green-64-gb/p/itmc0b62213bf3c8?pid=MOBGUFV9QNJDJTDY&lid=LSTMOBGUFV9QNJDJTDY5AFHLQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_612&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGUFV9QNJDJTDY.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
180,Kechaoda K66 The Music House 4,"₹1,999","₹1,159",42% off,3.9,"20,288 Ratings "," 1,435 Reviews",,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,,400 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/kechaoda-k66-music-house-4/p/itmcf4eb19d6ceeb?pid=MOBG53K6DHM8TCAH&lid=LSTMOBG53K6DHM8TCAHLPTGLM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_613&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBG53K6DHM8TCAH.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
181,"Nokia 2660 Flip 4G Volte Red keypad Mobile with Dual Sim & Screen, MP3 Player","₹5,899","₹4,624",21% off,4,284 Ratings , 10 Reviews,,0.046875 GB RAM | 0.125 GB ROM,7.11 cm (2.8 Inch) QVGA Display,0.3MP Rear Camera,,1450 mAh Lithium Ion Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including battery from the date of purchase,https://www.flipkart.com/nokia-2660-flip-4g-volte-red-keypad-mobile-dual-sim-screen-mp3-player/p/itm3b95c52c8746e?pid=MOBGH9EWF4TCC7V4&lid=LSTMOBGH9EWF4TCC7V4CKOO8N&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_614&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGH9EWF4TCC7V4.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
182,Kechaoda K66 The Music House 4,"₹1,999","₹1,190",40% off,3.9,"20,288 Ratings "," 1,435 Reviews",,32 MB RAM | 64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,1.3MP Rear Camera,,400 mAh Battery,1 Year Company Domestic Warranty by Company Authorized Service Center.,https://www.flipkart.com/kechaoda-k66-music-house-4/p/itmcf4eb19d6ceeb?pid=MOBGYH85VYKEC5HN&lid=LSTMOBGYH85VYKEC5HNFKA1VH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_615&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGYH85VYKEC5HN.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
183,Lvix L1 312,₹999,₹850,14% off,3.4,680 Ratings , 43 Reviews,,16 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,3 Months Warranty,https://www.flipkart.com/lvix-l1-312/p/itmf79a7d203783f?pid=MOBG95T6CGJJ3NBH&lid=LSTMOBG95T6CGJJ3NBHQTIKPZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_616&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBG95T6CGJJ3NBH.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
184,Kechaoda 888,"₹1,999","₹1,770",11% off,4.2,367 Ratings , 32 Reviews,,,,,,,,https://www.flipkart.com/kechaoda-888/p/itmc1c4e6f3d00af?pid=MOBG78XSJPHYNCBC&lid=LSTMOBG78XSJPHYNCBCDAB8MI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_617&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBG78XSJPHYNCBC.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
185,Cellecor X3,"₹1,749",₹959,45% off,3.7,"2,869 Ratings ", 130 Reviews,,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,,1000 mAh Battery,1 Year Warranty for Device and 6 Months Warranty for Inbox Accessories Including Battery from the Date of Purchase.,https://www.flipkart.com/cellecor-x3/p/itmf5788783aa397?pid=MOBGNZ768WQTKHWV&lid=LSTMOBGNZ768WQTKHWVYDTMPT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_26_618&otracker=search&otracker1=search&fm=organic&iid=312f46f1-a0be-4e6d-9afa-2c796a13d92e.MOBGNZ768WQTKHWV.SEARCH&ppt=None&ppn=None&ssid=4at2x76im80000001703699126923&qH=eb4af0bf07c16429
