actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,battery,processor,warranty,product_link,Mobile_name,extracted_memory,RAM(in GB),ROM(in GB),expandable_memory,screen_size,display_type,rear_camera(in MP),front_camera(in MP),Model
10999,6999,36% off,4.1,2967,153,5000.0,Helio G36 Processor,1.0,https://www.flipkart.com/poco-c51-royal-blue-128-gb/p/itm9ade6427024be?pid=MOBGSPJPFSS9JJDW&lid=LSTMOBGSPJPFSS9JJDWVAIRSD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_152&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGSPJPFSS9JJDW.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,POCO C51,128 GB,6 GB,128 GB,Not Expandable,16.56 cm,HD,8.0MP,5MP,POCO
30999,27999,9% off,4.3,1736,152,5000.0,Dimensity 7050 Processor,1.0,https://www.flipkart.com/realme-11-pro-5g-astral-black-256-gb/p/itm3f783627a36ec?pid=MOBGPUNGDGRHGTDW&lid=LSTMOBGPUNGDGRHGTDWGNQYBK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_153&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGPUNGDGRHGTDW.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,realme 11 Pro 5G,256 GB,12 GB,256 GB,Not Expandable,17.02 cm,Full HD,102.0MP,16MP,realme
17490,11990,31% off,4.2,32009,2115,6000.0,"Exynos 1330, Octa Core Processor",1.0,https://www.flipkart.com/samsung-galaxy-f14-5g-b-a-e-purple-128-gb/p/itmb10cf3ff01be8?pid=MOBGNBFNHKNP8XFG&lid=LSTMOBGNBFNHKNP8XFGW6VKDB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_155&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGNBFNHKNP8XFG.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,SAMSUNG Galaxy F14 5G,128 GB,4 GB,128 GB,Not Expandable,16.76 cm,Full HD,52.0MP,13MP,SAMSUNG
11999,8299,30% off,4.2,132,7553,5000.0,G37 Processor,1.0,https://www.flipkart.com/infinix-hot-30i-marigold-128-gb/p/itm8b42a43b35895?pid=MOBGNPK2GNWPUGWW&lid=LSTMOBGNPK2GNWPUGWWWTPN01&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_156&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGNPK2GNWPUGWW.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,Infinix HOT 30i,128 GB,8 GB,128 GB,Not Expandable,16.76 cm,HD,50.0MP,5MP,Infinix
21999,16999,22% off,4.2,12408,897,5000.0,Qualcomm Snapdragon 4 Gen 1 Processor,1.0,https://www.flipkart.com/redmi-note-12-5g-sunrise-gold-128-gb/p/itm7469fb9d2c5bf?pid=MOBGRM9XDHZ2BVMH&lid=LSTMOBGRM9XDHZ2BVMHHWJVBZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_158&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGRM9XDHZ2BVMH.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,REDMI Note 12 5G,128 GB,6 GB,128 GB,Not Expandable,16.94 cm,AMOLED,58.0MP,13MP,REDMI
21999,10999,50% off,4.1,54467,4716,5000.0,Qualcomm Snapdragon 695 5G Processor,1.0,https://www.flipkart.com/motorola-g62-5g-midnight-gray-128-gb/p/itm37da299ffb2d0?pid=MOBGEDT5ZZMZQZSJ&lid=LSTMOBGEDT5ZZMZQZSJFXDZSQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_159&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGEDT5ZZMZQZSJ.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,MOTOROLA G62 5G,128 GB,6 GB,128 GB,Not Expandable,16.64 cm,Full HD,60.0MP,16MP,MOTOROLA
12999,8499,34% off,4.2,14490,1385,5000.0,Mediatek Helio G85 Processor,1.0,https://www.flipkart.com/infinix-note-12i-force-black-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMGZTRYYVY&lid=LSTMOBGHXSMGZTRYYVY0LVBSW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_160&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGHXSMGZTRYYVY.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,Infinix NOTE 12i,64 GB,4 GB,64 GB,512 GB,17.02 cm,AMOLED,UnknownMP,8MP,Infinix
17999,14499,19% off,4.1,3903,411,5000.0,Dimensity 6080 Processor,1.0,https://www.flipkart.com/infinix-note-30-5g-magic-black-128-gb/p/itm12c179f0a6281?pid=MOBGQ9HPMWYHPWY2&lid=LSTMOBGQ9HPMWYHPWY2V4EXOR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_162&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGQ9HPMWYHPWY2.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,Infinix Note 30 5G,128 GB,4 GB,128 GB,Not Expandable,17.22 cm,Full HD,UnknownMP,16MP,Infinix
14999,9999,33% off,4.3,12341,515,5000.0,Mediatek Helio G35 Processor,1.0,https://www.flipkart.com/oppo-a17-lake-blue-64-gb/p/itm4aae9f8df9008?pid=MOBGMPHKWBPVCDW6&lid=LSTMOBGMPHKWBPVCDW6J9LMDX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_164&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGMPHKWBPVCDW6.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,OPPO A17,64 GB,4 GB,64 GB,Not Expandable,16.66 cm,HD,50.599999999999994MP,5MP,OPPO
32999,29999,9% off,4.4,16305,1585,5000.0,Dimensity 7050 Processor,1.0,https://www.flipkart.com/realme-11-pro-5g-astral-black-256-gb/p/itm5647cce338e55?pid=MOBGPU8HFZFVPY2A&lid=LSTMOBGPU8HFZFVPY2AKCOEBQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_165&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGPU8HFZFVPY2A.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,realme 11 Pro+ 5G,256 GB,12 GB,256 GB,Not Expandable,17.02 cm,Full HD,210.0MP,32MP,realme
32999,29999,9% off,4.4,16305,1585,5000.0,Dimensity 7050 Processor,1.0,https://www.flipkart.com/realme-11-pro-5g-sunrise-beige-256-gb/p/itm5647cce338e55?pid=MOBGPU8HQPGU7HVR&lid=LSTMOBGPU8HQPGU7HVRYDHQ4Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_166&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGPU8HQPGU7HVR.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,realme 11 Pro+ 5G,256 GB,12 GB,256 GB,Not Expandable,17.02 cm,Full HD,210.0MP,32MP,realme
32999,29999,9% off,4.4,16305,1585,5000.0,Dimensity 7050 Processor,1.0,https://www.flipkart.com/realme-11-pro-5g-oasis-green-256-gb/p/itm5647cce338e55?pid=MOBGPU8HCGG9PCER&lid=LSTMOBGPU8HCGG9PCERHGOPBG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_167&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGPU8HCGG9PCER.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,realme 11 Pro+ 5G,256 GB,12 GB,256 GB,Not Expandable,17.02 cm,Full HD,210.0MP,32MP,realme
18999,11999,36% off,4.1,27360,2225,5000.0,Snapdragon 685 Processor,1.0,https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_168&otracker=search&otracker1=search&fm=organic&iid=eb027881-b7d9-44e2-b3fa-47bb69d340e5.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=rhlr2quxdc0000001703699011295&qH=eb4af0bf07c16429,REDMI Note 12,64 GB,6 GB,64 GB,Not Expandable,16.94 cm,AMOLED,60.0MP,13MP,REDMI
18999,8999,52% off,4.2,14727,1020,5000.0,Mediatek Helio G99 Processor,1.0,https://www.flipkart.com/poco-m5-icy-blue-128-gb/p/itmdff67fe6f5687?pid=MOBGHMZEP9EFTVA4&lid=LSTMOBGHMZEP9EFTVA4LNLEAO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_169&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGHMZEP9EFTVA4.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,POCO M5,128 GB,6 GB,128 GB,512 GB,16.71 cm,Full HD,54.0MP,8MP,POCO
19999,14999,25% off,4.2,69489,7588,5000.0,Dimensity 6080 Processor,1.0,https://www.flipkart.com/infinix-note-30-5g-magic-black-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPEZKFHZFQ&lid=LSTMOBGQ9HPEZKFHZFQUVHIKF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_170&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQ9HPEZKFHZFQ.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,Infinix Note 30 5G,256 GB,8 GB,256 GB,Not Expandable,17.22 cm,Full HD,UnknownMP,16MP,Infinix
43999,38999,11% off,4.1,13778,1572,4300.0,Tensor G2 Processor,1.0,https://www.flipkart.com/google-pixel-7a-charcoal-128-gb/p/itmb4d7b100b1a4d?pid=MOBGZCQMHGWDYZQ7&lid=LSTMOBGZCQMHGWDYZQ71MTVC2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_175&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGZCQMHGWDYZQ7.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,Google Pixel 7a,128 GB,8 GB,128 GB,Not Expandable,15.49 cm,Full HD,77.0MP,13MP,Google
12999,8499,34% off,4.2,14490,1385,5000.0,Mediatek Helio G85 Processor,1.0,https://www.flipkart.com/infinix-note-12i-alpine-white-64-gb/p/itmf9bf9f4663d76?pid=MOBGHXSMYN9CA9HT&lid=LSTMOBGHXSMYN9CA9HTAT7OJE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_178&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGHXSMYN9CA9HT.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,Infinix NOTE 12i,64 GB,4 GB,64 GB,512 GB,17.02 cm,AMOLED,UnknownMP,8MP,Infinix
18999,11999,36% off,4.1,27360,2225,5000.0,Snapdragon 685 Processor,1.0,https://www.flipkart.com/redmi-note-12-sunrise-gold-64-gb/p/itm5d170187bcbf0?pid=MOBGNYHZ7ZGHES2V&lid=LSTMOBGNYHZ7ZGHES2VAOTRKH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_179&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGNYHZ7ZGHES2V.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,REDMI Note 12,64 GB,6 GB,64 GB,Not Expandable,16.94 cm,AMOLED,60.0MP,13MP,REDMI
2578,1844,28% off,3.9,3730,247,800.0,NA 0 Single Core 208MHz Processor,1.0,https://www.flipkart.com/samsung-guru-music-2/p/itme3f3f02bd4c03?pid=MOBGA9U9XVMZ77NP&lid=LSTMOBGA9U9XVMZ77NPQ3HDOC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_181&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGA9U9XVMZ77NP.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,SAMSUNG Guru Music 2,Unknown,Unknown,Unknown,16 GB,5.08 cm,Normal Display,0.0MP,Unknown,SAMSUNG
33999,27999,17% off,4.2,18717,1923,4980.0,Mediatek Dimensity 1080 Processor,1.0,https://www.flipkart.com/redmi-note-12-pro-5g-iceberg-blue-256-gb/p/itmc41b2b02af0da?pid=MOBGH2UVGCGZZT2V&lid=LSTMOBGH2UVGCGZZT2VXUSVE8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGH2UVGCGZZT2V.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,REDMI Note 12 Pro+ 5G,256 GB,8 GB,256 GB,Not Expandable,16.94 cm,AMOLED,210.0MP,16MP,REDMI
19999,14999,25% off,4.2,69489,7588,5000.0,Dimensity 6080 Processor,1.0,https://www.flipkart.com/infinix-note-30-5g-sunset-gold-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPWB79HS7M&lid=LSTMOBGQ9HPWB79HS7MJHUHUF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQ9HPWB79HS7M.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,Infinix Note 30 5G,256 GB,8 GB,256 GB,Not Expandable,17.22 cm,Full HD,UnknownMP,16MP,Infinix
19999,14999,25% off,4.2,69489,7588,5000.0,Dimensity 6080 Processor,1.0,https://www.flipkart.com/infinix-note-30-5g-interstellar-blue-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPTHRDF7ZX&lid=LSTMOBGQ9HPTHRDF7ZXGLKHRK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQ9HPTHRDF7ZX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,Infinix Note 30 5G,256 GB,8 GB,256 GB,Not Expandable,17.22 cm,Full HD,UnknownMP,16MP,Infinix
10999,7499,31% off,4.1,23486,1449,5000.0,Unisoc T606 Processor,1.0,https://www.flipkart.com/motorola-e13-little-boy-blue-128-gb/p/itm66c82f55a50c5?pid=MOBGR4J7YNRQY2BX&lid=LSTMOBGR4J7YNRQY2BXTHV4TL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGR4J7YNRQY2BX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,MOTOROLA e13,128 GB,8 GB,128 GB,Not Expandable,16.51 cm,HD,13.0MP,5MP,MOTOROLA
1599,1298,18% off,4.1,86433,5592,1000.0,SC6531E Processor,1.0,https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG6MXANY2Q&lid=LSTMOBGQFVG6MXANY2QZPLC8A&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_187&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQFVG6MXANY2Q.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",Unknown,Unknown,Unknown,Not Expandable,4.5 cm,Normal Display,0.0MP,0MP,Nokia
10999,8499,22% off,4.3,626,38,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/poco-c65-pastel-blue-128-gb/p/itm1586ff4fb1c2b?pid=MOBGVVTXZESSZY4W&lid=LSTMOBGVVTXZESSZY4WVAOO2Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGVVTXZESSZY4W.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,POCO C65,128 GB,4 GB,128 GB,Not Expandable,17.12 cm,HD,52.0MP,8MP,POCO
22999,18999,17% off,4.3,43727,3412,5000.0,Dimensity 6100+ Processor,1.0,https://www.flipkart.com/realme-11-5g-glory-gold-256-gb/p/itm676fecfaebff9?pid=MOBGS2W3AMEZWYXX&lid=LSTMOBGS2W3AMEZWYXX9KUCNV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGS2W3AMEZWYXX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,realme 11 5G,256 GB,8 GB,256 GB,Not Expandable,17.07 cm,Full HD,110.0MP,16MP,realme
9999,5499,45% off,4.1,1589,93,5000.0,Helio G36 Processor,1.0,https://www.flipkart.com/redmi-a2-classic-black-64-gb/p/itm93a82cd23ef97?pid=MOBGRHB6XAEUADQB&lid=LSTMOBGRHB6XAEUADQB6UKL5S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_191&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGRHB6XAEUADQB.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,REDMI A2,64 GB,2 GB,64 GB,Not Expandable,16.56 cm,HD,8.0MP,5MP,REDMI
19999,15499,22% off,3.9,7619,647,5000.0,Qualcomm Snapdragon 4 Gen 1 Processor,1.0,https://www.flipkart.com/redmi-note-12-5g-matte-black-128-gb/p/itmd0f3dc327bca7?pid=MOBGHNFJPHFFUYM7&lid=LSTMOBGHNFJPHFFUYM73P6SDX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_192&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGHNFJPHFFUYM7.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429,REDMI Note 12 5G,128 GB,4 GB,128 GB,Not Expandable,16.94 cm,AMOLED,58.0MP,13MP,REDMI
10999,8499,22% off,4.3,626,38,5000.0,Helio G85 Processor,1.0,https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itm8ea3d87aa6c0c?pid=MOBGVVTXAFHYHDZS&lid=LSTMOBGVVTXAFHYHDZSK9U3D1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_193&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGVVTXAFHYHDZS.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,POCO C65,128 GB,4 GB,128 GB,Not Expandable,17.12 cm,HD,52.0MP,8MP,POCO
10999,7299,33% off,4.3,126,6444,6000.0,Unisoc Spreadtrum SC9863A1 Processor,1.0,https://www.flipkart.com/infinix-smart-7-azure-blue-128-gb/p/itm7b72b66485a59?pid=MOBGRH6Y386CENMX&lid=LSTMOBGRH6Y386CENMXT973RF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_194&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRH6Y386CENMX.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix SMART 7,128 GB,4 GB,128 GB,512 GB,16.76 cm,HD,13.0MP,5MP,Infinix
9999,6999,30% off,4.3,126,6444,6000.0,Unisoc Spreadtrum SC9863A1 Processor,1.0,https://www.flipkart.com/infinix-smart-7-azure-blue-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2WYG2A2FM&lid=LSTMOBGMTW2WYG2A2FMAZGXKU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_195&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGMTW2WYG2A2FM.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix SMART 7,64 GB,4 GB,64 GB,Not Expandable,16.76 cm,HD,13.0MP,5MP,Infinix
27999,21999,21% off,4.2,51378,4866,5000.0,Mediatek Dimensity 1080 Processor,1.0,https://www.flipkart.com/redmi-note-12-pro-5g-glacier-blue-128-gb/p/itm8fbee21008560?pid=MOBGH2UVZHHQGRRP&lid=LSTMOBGH2UVZHHQGRRPHJOZCG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGH2UVZHHQGRRP.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,REDMI Note 12 Pro 5G,128 GB,6 GB,128 GB,Not Expandable,16.94 cm,AMOLED,60.0MP,16MP,REDMI
10999,7299,33% off,4.3,126,6444,6000.0,Unisoc Spreadtrum SC9863A1 Processor,1.0,https://www.flipkart.com/infinix-smart-7-night-black-128-gb/p/itm7b72b66485a59?pid=MOBGRH6YCHF2XEFB&lid=LSTMOBGRH6YCHF2XEFBXFULMV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRH6YCHF2XEFB.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix SMART 7,128 GB,4 GB,128 GB,512 GB,16.76 cm,HD,13.0MP,5MP,Infinix
10999,7299,33% off,4.3,126,6444,6000.0,Unisoc Spreadtrum SC9863A1 Processor,1.0,https://www.flipkart.com/infinix-smart-7-emerald-green-128-gb/p/itm7b72b66485a59?pid=MOBGRH6YM3KZXNWF&lid=LSTMOBGRH6YM3KZXNWFSJXTYT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRH6YM3KZXNWF.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix SMART 7,128 GB,4 GB,128 GB,512 GB,16.76 cm,HD,13.0MP,5MP,Infinix
9999,6999,30% off,4.3,126,6444,6000.0,Unisoc Spreadtrum SC9863A1 Processor,1.0,https://www.flipkart.com/infinix-smart-7-night-black-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2T7W2UPB9&lid=LSTMOBGMTW2T7W2UPB99HTRS1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGMTW2T7W2UPB9.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix SMART 7,64 GB,4 GB,64 GB,Not Expandable,16.76 cm,HD,13.0MP,5MP,Infinix
9999,6999,30% off,4.3,126,6444,6000.0,Unisoc Spreadtrum SC9863A1 Processor,1.0,https://www.flipkart.com/infinix-smart-7-emerald-green-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2HFCMQY35&lid=LSTMOBGMTW2HFCMQY35R7FJQZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGMTW2HFCMQY35.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,Infinix SMART 7,64 GB,4 GB,64 GB,Not Expandable,16.76 cm,HD,13.0MP,5MP,Infinix
18999,11999,36% off,4.1,27360,2225,5000.0,Snapdragon 685 Processor,1.0,https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,REDMI Note 12,64 GB,6 GB,64 GB,Not Expandable,16.94 cm,AMOLED,60.0MP,13MP,REDMI
24499,18499,24% off,4.2,23059,1883,6000.0,Exynos 1280 Processor,1.0,https://www.flipkart.com/samsung-galaxy-f34-5g-electric-black-128-gb/p/itm85da260a1ae3c?pid=MOBGRZMYDDS8SBXZ&lid=LSTMOBGRZMYDDS8SBXZKIP6ZG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRZMYDDS8SBXZ.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429,SAMSUNG Galaxy F34 5G,128 GB,6 GB,128 GB,Not Expandable,16.51 cm,Full HD,60.0MP,13MP,SAMSUNG
